Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition
54,Female,Married,HR,Assistant,5,4988.0,33,21,3,6,2.0,3.0,3,16,No,3,36,10,4,4,3,12,3,No
34,Male,Divorced,HR,Assistant,2,11481.0,28,3,6,9,1.0,2.0,3,51,No,3,37,11,1,4,4,4,2,No
22,Male,Single,Finance,Assistant,4,4588.0,21,21,9,9,4.0,3.0,1,67,Yes,8,33,3,4,4,4,1,2,No
42,Male,Married,,Executive,5,11996.0,71,7,6,6,,,1,1,Yes,9,41,4,3,3,1,2,3,No
48,Female,Divorced,Sales,Executive,4,,94,3,12,9,1.0,1.0,2,6,No,6,57,4,4,3,1,25,3,No
53,Male,Single,Finance,Manager,2,18950.0,24,5,11,1,2.0,3.0,4,18,Yes,4,34,18,1,2,4,5,4,Yes
52,Female,Single,,Assistant,4,13161.0,36,12,10,5,2.0,4.0,1,53,Yes,3,44,13,1,4,3,26,1,No
42,Male,Divorced,Marketing,Analyst,4,15656.0,19,3,8,2,1.0,1.0,1,75,No,3,56,4,2,1,4,29,2,No
26,Male,Divorced,IT,Executive,2,3409.0,90,1,14,5,,5.0,2,77,Yes,6,34,7,4,4,2,31,2,No
22,Female,Married,IT,Assistant,5,12817.0,38,22,8,4,,1.0,1,4,No,2,44,19,2,1,1,19,4,No
51,Female,Married,IT,Analyst,4,6959.0,29,3,4,3,,1.0,3,25,Yes,8,38,14,2,1,3,2,1,No
50,Male,Divorced,HR,Executive,3,6574.0,40,16,7,7,3.0,5.0,3,88,Yes,6,52,0,3,1,1,20,2,No
37,Female,Married,IT,Analyst,5,18384.0,69,18,7,1,2.0,1.0,4,73,Yes,6,52,2,4,1,2,5,1,Yes
26,Female,Divorced,HR,Analyst,2,10362.0,32,3,7,6,4.0,4.0,3,19,No,6,36,11,1,2,2,18,3,No
20,Male,Divorced,Finance,Manager,1,,57,29,8,3,3.0,5.0,4,11,No,6,47,19,2,1,3,12,1,No
33,Male,Married,Marketing,Executive,3,,20,5,2,6,3.0,1.0,2,70,No,9,47,4,2,4,3,49,3,No
51,Male,Married,Marketing,Executive,5,15058.0,59,5,12,4,3.0,,4,23,Yes,7,50,3,2,1,2,7,2,No
25,Female,Single,IT,Executive,2,13178.0,39,9,2,4,3.0,1.0,3,0,No,1,52,16,2,3,2,16,4,No
58,Male,Single,Marketing,Executive,3,14509.0,95,12,6,8,1.0,,3,22,Yes,3,48,14,2,4,4,4,1,No
29,Male,Married,HR,Manager,5,9231.0,30,16,11,4,1.0,2.0,1,8,Yes,5,59,6,1,1,1,1,3,No
26,Female,Married,Finance,Manager,1,,69,27,6,7,4.0,1.0,1,11,No,2,43,16,2,1,1,35,1,Yes
45,Female,Married,IT,Assistant,5,19017.0,70,9,5,6,4.0,2.0,3,67,No,3,48,5,4,3,1,15,3,No
53,Male,Single,,Executive,1,16318.0,43,18,2,3,1.0,1.0,2,3,No,3,43,17,4,2,2,13,1,No
49,Female,Married,Marketing,Analyst,1,19883.0,78,27,8,7,1.0,4.0,1,54,Yes,2,48,15,3,4,1,1,3,No
55,Female,Single,Marketing,Manager,4,,15,22,3,6,2.0,3.0,2,58,No,1,50,1,3,4,4,24,1,No
40,Female,Single,IT,Analyst,2,17063.0,59,29,1,3,4.0,2.0,1,56,Yes,6,38,14,2,1,3,9,1,No
36,Male,Single,Marketing,Analyst,4,9048.0,98,25,1,5,2.0,,4,60,Yes,4,39,5,1,2,4,44,2,No
52,Male,Single,Marketing,Analyst,1,15457.0,40,25,12,6,4.0,3.0,4,5,No,7,34,8,2,1,4,16,2,No
29,Male,Divorced,Sales,Assistant,2,7214.0,99,11,7,9,1.0,,1,43,No,5,58,1,1,3,3,36,3,Yes
31,Female,Married,,Assistant,2,11949.0,64,22,7,6,4.0,4.0,2,60,Yes,7,59,19,3,3,3,45,3,No
35,Male,Married,IT,Executive,2,18999.0,41,17,6,7,,,1,64,Yes,6,52,2,1,4,2,1,1,No
51,Male,Divorced,IT,Manager,3,13302.0,49,1,6,8,1.0,3.0,3,78,No,9,56,4,3,3,2,35,3,No
34,Female,Married,Sales,Executive,5,3108.0,94,25,5,4,1.0,1.0,3,71,No,8,50,4,3,4,4,18,2,No
46,Female,Single,Sales,Assistant,1,3745.0,43,3,12,1,1.0,5.0,3,76,Yes,6,58,9,4,1,2,37,3,No
47,Male,Divorced,HR,Assistant,2,9860.0,21,5,6,9,2.0,,3,81,No,8,49,5,4,3,3,33,2,No
36,Female,Single,Finance,Analyst,3,10035.0,76,22,14,4,2.0,2.0,4,22,Yes,9,32,14,1,1,4,15,4,No
21,Male,Divorced,IT,Executive,3,14779.0,85,1,2,6,1.0,1.0,4,53,Yes,9,30,5,4,2,3,29,2,No
55,Male,Single,Marketing,Analyst,1,,48,15,5,2,2.0,4.0,3,24,Yes,5,55,11,3,1,4,4,2,Yes
26,Male,Married,HR,Assistant,4,8532.0,62,17,2,9,,4.0,2,57,No,1,46,12,4,3,3,10,3,Yes
32,Female,Married,IT,Executive,3,13743.0,19,4,14,4,4.0,4.0,3,49,Yes,8,32,9,2,1,2,42,1,No
34,Female,Married,HR,Executive,1,,22,22,3,5,3.0,5.0,1,92,Yes,5,38,4,2,2,4,15,4,Yes
44,Male,Divorced,Finance,Manager,3,9367.0,86,24,5,5,1.0,1.0,4,74,No,4,50,11,1,2,4,45,3,Yes
42,Male,Married,,Assistant,1,18181.0,57,23,1,3,1.0,4.0,3,89,Yes,6,46,12,4,4,3,27,2,No
41,Male,Divorced,Marketing,Assistant,2,3683.0,66,14,11,2,4.0,,2,49,Yes,7,49,10,3,3,3,35,4,No
45,Male,Single,,Manager,4,8170.0,88,2,3,3,2.0,1.0,1,72,No,9,40,1,3,1,4,10,4,No
52,Female,Married,HR,Assistant,3,18316.0,15,4,10,0,4.0,3.0,1,53,No,8,36,1,2,4,2,14,4,No
30,Male,Single,Finance,Analyst,3,8715.0,52,5,12,7,2.0,1.0,2,14,No,3,45,19,3,1,1,20,4,No
29,Male,Married,HR,Analyst,3,18652.0,21,24,6,2,4.0,5.0,1,49,No,6,58,17,2,4,2,36,2,No
44,Female,Single,HR,Analyst,5,,95,7,2,3,2.0,5.0,2,80,No,7,53,8,3,3,1,28,2,No
56,Male,Divorced,,Executive,5,6415.0,70,4,3,8,2.0,5.0,2,52,No,5,54,9,3,4,4,14,3,No
57,Male,Married,HR,Analyst,2,9109.0,60,8,13,9,,5.0,1,32,No,6,53,2,2,2,3,36,4,Yes
43,Male,Divorced,Finance,Assistant,3,3270.0,38,11,9,8,1.0,4.0,4,18,No,7,42,2,3,2,2,17,2,No
59,Male,Divorced,Marketing,Manager,4,9832.0,49,8,8,5,,1.0,2,48,Yes,6,36,11,2,3,2,49,3,Yes
52,Male,Single,Sales,Analyst,5,12471.0,87,4,3,3,2.0,,4,51,Yes,4,49,7,2,3,1,22,3,No
36,Female,Married,HR,Analyst,1,9474.0,56,11,7,7,2.0,4.0,2,60,No,9,58,11,1,4,4,18,2,No
43,Female,Divorced,IT,Executive,1,,81,12,12,6,1.0,2.0,3,37,Yes,6,39,4,2,3,2,9,2,No
56,Female,Single,Sales,Assistant,1,14656.0,58,28,14,5,2.0,4.0,4,87,Yes,7,59,19,2,4,3,49,4,No
21,Female,Single,Finance,Manager,2,,18,2,4,5,,4.0,1,90,No,4,35,1,2,4,4,42,1,No
51,Male,Single,IT,Assistant,3,9018.0,91,15,14,8,3.0,4.0,3,92,No,3,49,7,1,1,1,10,1,No
43,Female,Married,Finance,Analyst,3,11985.0,38,14,14,3,1.0,4.0,4,20,No,3,57,15,1,4,3,17,4,No
28,Female,Married,IT,Assistant,5,12222.0,85,19,7,5,4.0,,2,91,Yes,2,40,0,4,1,1,3,3,No
23,Female,Single,Marketing,Manager,1,3859.0,33,21,5,1,2.0,5.0,1,94,No,7,32,9,1,2,1,45,4,No
36,Female,Married,,Analyst,2,15726.0,64,17,12,8,,1.0,4,96,Yes,3,40,12,3,2,3,26,4,No
36,Female,Single,IT,Assistant,4,9147.0,32,16,13,6,1.0,5.0,1,51,No,4,47,11,2,2,3,11,4,Yes
49,Female,Married,Finance,Manager,3,12757.0,42,5,12,7,4.0,3.0,1,23,Yes,5,50,1,2,4,4,14,4,No
59,Female,Married,Sales,Analyst,3,,43,20,2,1,,3.0,1,38,No,1,55,18,4,1,1,13,4,No
30,Female,Single,Finance,Analyst,2,,87,21,6,4,4.0,,1,82,Yes,8,38,12,1,2,1,13,3,No
40,Male,Single,Finance,Assistant,5,16859.0,99,28,1,8,4.0,4.0,3,28,No,1,30,13,3,2,2,33,1,Yes
40,Female,Married,IT,Executive,2,18710.0,59,28,6,2,3.0,1.0,3,9,No,6,32,14,3,1,2,18,4,No
37,Male,Single,Finance,Executive,5,12714.0,21,1,1,6,4.0,4.0,4,16,Yes,2,55,10,2,4,1,11,2,No
48,Female,Single,Marketing,Manager,3,4234.0,59,10,3,4,3.0,1.0,3,32,Yes,2,55,1,2,1,1,45,3,No
43,Female,Single,HR,Assistant,5,12328.0,40,7,11,5,1.0,3.0,2,42,No,9,43,0,3,3,4,2,2,Yes
29,Female,Single,Sales,Manager,5,15404.0,84,10,10,4,3.0,1.0,1,83,Yes,3,32,11,3,2,3,30,2,No
36,Male,Married,IT,Assistant,5,15850.0,63,25,7,5,4.0,,1,4,Yes,2,52,3,4,2,4,16,4,No
37,Male,Divorced,Finance,Manager,5,10115.0,98,16,14,8,1.0,2.0,4,45,No,1,38,15,4,1,1,25,3,No
39,Female,Married,Finance,Manager,1,11315.0,32,5,2,6,3.0,4.0,3,0,Yes,3,40,8,1,1,1,35,3,No
56,Male,Single,Finance,Assistant,1,15443.0,98,19,9,0,1.0,5.0,2,99,Yes,6,56,19,2,4,3,7,2,Yes
37,Female,Single,Sales,Executive,1,10375.0,54,25,3,8,2.0,2.0,3,35,No,7,50,18,1,3,4,14,2,No
36,Male,Married,HR,Manager,1,,32,6,3,1,4.0,2.0,1,61,Yes,9,42,5,1,3,3,17,4,No
28,Male,Single,Marketing,Assistant,2,16041.0,61,12,14,3,2.0,2.0,2,20,Yes,2,40,14,4,1,2,32,1,Yes
33,Male,Married,Marketing,Assistant,4,16475.0,15,6,7,3,,5.0,3,20,No,2,32,11,3,2,4,23,2,No
48,Female,Divorced,IT,Assistant,5,16588.0,47,10,1,4,3.0,5.0,3,14,Yes,1,31,1,3,4,3,11,1,No
50,Male,Single,HR,Analyst,2,6930.0,53,10,5,9,1.0,2.0,4,49,Yes,7,58,16,1,4,3,8,2,No
23,Male,Divorced,HR,Assistant,1,6776.0,37,13,10,3,2.0,,4,52,No,3,50,5,1,3,1,36,3,Yes
37,Female,Divorced,Sales,Assistant,5,8099.0,28,19,3,7,4.0,2.0,2,69,Yes,8,33,14,4,1,1,13,4,No
39,Male,Single,Finance,Analyst,4,11335.0,99,17,1,8,1.0,1.0,2,27,No,4,32,17,2,4,1,38,4,No
28,Female,Single,HR,Analyst,5,11357.0,58,16,7,1,2.0,1.0,2,16,No,4,35,7,3,3,2,3,1,No
32,Female,Married,Finance,Executive,3,6138.0,51,4,10,8,1.0,5.0,1,67,Yes,8,33,19,4,4,2,17,1,No
34,Male,Married,,Assistant,3,8139.0,85,20,14,1,1.0,1.0,4,41,No,3,40,7,4,2,1,27,4,No
46,Female,Single,IT,Manager,2,17958.0,90,3,7,2,4.0,4.0,3,57,Yes,3,35,17,2,4,4,41,1,No
34,Male,Married,IT,Analyst,4,6928.0,51,29,9,5,,4.0,2,37,Yes,6,43,9,2,2,3,19,1,Yes
47,Male,Divorced,Finance,Analyst,2,3576.0,42,27,14,8,2.0,2.0,1,63,No,5,42,11,2,2,3,28,2,No
56,Female,Divorced,Finance,Executive,5,18029.0,21,5,7,6,1.0,4.0,2,79,Yes,1,31,1,4,3,4,30,2,No
38,Male,Single,HR,Executive,4,15521.0,66,13,13,7,4.0,4.0,4,45,No,5,35,11,3,1,3,41,1,No
45,Male,Married,Sales,Executive,2,16204.0,31,14,14,1,1.0,2.0,1,62,No,4,40,16,2,4,3,2,4,Yes
45,Female,Single,IT,Assistant,5,10300.0,76,9,4,8,3.0,,1,43,No,5,44,11,3,2,2,13,3,No
44,Female,Divorced,HR,Assistant,1,17009.0,51,9,3,5,4.0,3.0,2,39,No,2,32,4,1,4,4,17,3,No
45,Male,Single,Marketing,Assistant,5,,28,8,6,2,4.0,4.0,4,10,Yes,3,32,0,2,1,3,18,4,No
45,Female,Single,HR,Analyst,2,4298.0,65,28,6,1,1.0,5.0,2,23,No,2,33,0,2,1,4,34,4,No
47,Female,Single,Finance,Executive,4,17134.0,69,10,2,1,4.0,3.0,4,92,Yes,5,49,12,3,4,3,11,3,No
37,Female,Single,Marketing,Analyst,4,8831.0,71,22,7,9,1.0,2.0,4,93,No,7,48,15,2,3,2,49,2,No
51,Female,Divorced,HR,Manager,1,15900.0,18,29,1,8,4.0,,4,13,Yes,1,45,9,3,3,4,20,4,No
22,Male,Single,Sales,Assistant,2,15439.0,63,20,9,3,1.0,3.0,1,85,Yes,5,39,14,3,3,2,31,3,No
21,Male,Single,IT,Analyst,1,5263.0,95,18,2,7,4.0,2.0,4,87,No,8,30,15,4,1,2,39,4,No
52,Female,Married,Marketing,Manager,3,7754.0,49,12,3,6,,,1,64,Yes,5,30,6,4,1,2,9,1,No
38,Male,Single,Sales,Analyst,5,6863.0,67,13,6,4,3.0,,2,82,Yes,2,37,1,1,2,3,29,1,No
36,Female,Married,HR,Manager,3,,46,16,11,3,3.0,1.0,1,95,No,4,58,1,2,3,2,20,2,No
52,Female,Single,Finance,Analyst,3,10400.0,24,26,7,5,,,4,13,No,8,41,19,3,4,3,8,2,No
31,Male,Married,,Analyst,1,6527.0,76,3,14,9,,,3,4,No,1,31,6,3,1,3,34,4,No
22,Male,Single,Sales,Assistant,1,8598.0,16,9,1,7,1.0,2.0,4,70,Yes,5,34,16,3,3,1,43,1,No
45,Male,Married,Finance,Analyst,5,9650.0,77,16,3,4,3.0,,1,83,Yes,8,52,4,4,4,3,1,4,Yes
54,Male,Single,IT,Analyst,1,14538.0,90,17,6,1,4.0,5.0,3,55,Yes,8,40,3,3,4,1,31,2,No
27,Female,Single,Sales,Executive,1,6018.0,30,16,4,3,1.0,2.0,1,80,Yes,9,48,7,2,2,2,32,4,No
55,Female,Married,Sales,Analyst,1,12396.0,30,23,5,0,1.0,4.0,3,67,No,7,58,13,3,4,4,1,3,No
26,Male,Single,Finance,Assistant,1,,17,10,13,8,1.0,1.0,3,68,No,1,40,12,4,2,3,42,2,No
55,Female,Single,Sales,Analyst,1,,32,22,12,5,4.0,1.0,1,66,No,6,37,0,4,3,1,34,2,No
35,Male,Single,HR,Assistant,3,13443.0,56,18,3,6,1.0,,4,48,Yes,7,47,15,3,4,3,28,3,No
43,Male,Single,Marketing,Executive,3,15614.0,46,21,14,0,2.0,4.0,3,92,No,5,52,1,1,2,2,30,1,No
20,Male,Divorced,Marketing,Assistant,5,11226.0,64,2,8,4,4.0,4.0,1,57,Yes,2,33,13,4,2,2,12,3,No
44,Female,Single,,Executive,4,8997.0,63,14,1,8,3.0,3.0,2,37,No,4,49,3,2,4,3,27,3,Yes
29,Female,Divorced,IT,Executive,5,18575.0,17,25,11,0,4.0,1.0,1,47,No,5,42,14,1,4,2,10,2,Yes
35,Male,Divorced,IT,Executive,2,11192.0,86,5,10,0,1.0,3.0,1,29,Yes,4,58,1,3,4,4,1,1,No
35,Male,Single,Finance,Executive,5,5515.0,19,6,7,1,1.0,4.0,2,21,No,5,33,18,4,1,3,9,4,No
27,Male,Married,Finance,Executive,5,,71,20,2,2,3.0,5.0,3,41,Yes,3,44,3,1,3,1,13,2,Yes
48,Male,Married,Sales,Assistant,1,9213.0,98,1,8,5,1.0,,4,61,Yes,7,38,16,4,2,2,36,1,No
58,Female,Single,IT,Executive,1,8763.0,58,15,3,5,1.0,2.0,1,73,No,9,49,0,3,3,1,16,2,No
47,Female,Divorced,Marketing,Executive,1,9400.0,39,3,4,9,,1.0,4,23,No,3,33,1,1,2,2,24,3,No
25,Male,Married,Finance,Executive,4,10010.0,84,21,2,9,2.0,4.0,4,10,No,8,58,8,4,1,3,47,2,No
35,Male,Single,Marketing,Executive,1,12212.0,37,19,14,0,2.0,,4,84,Yes,4,35,0,2,3,4,24,2,No
39,Female,Single,Marketing,Executive,2,9515.0,24,24,5,2,,5.0,1,6,Yes,5,40,10,4,1,3,6,1,No
35,Male,Divorced,IT,Manager,3,10036.0,24,18,9,8,3.0,2.0,3,96,Yes,6,33,9,1,1,2,30,3,No
26,Female,Married,Marketing,Analyst,2,5146.0,47,28,4,7,4.0,2.0,2,21,Yes,5,59,14,2,3,2,15,4,No
33,Female,Single,,Analyst,4,12780.0,87,15,7,8,1.0,,3,85,Yes,7,50,6,3,4,2,9,3,No
45,Male,Married,Sales,Executive,1,6663.0,32,18,8,7,4.0,,2,30,Yes,2,33,6,3,4,1,18,4,No
45,Female,Single,IT,Executive,5,8081.0,81,1,10,8,1.0,,4,58,No,7,31,12,4,2,3,36,1,No
33,Female,Single,Sales,Manager,3,19230.0,88,28,1,6,4.0,1.0,3,39,Yes,5,40,0,3,2,3,38,3,No
26,Female,Single,Finance,Executive,4,16256.0,41,14,6,9,1.0,5.0,3,2,Yes,9,50,14,3,3,4,40,2,No
52,Female,Divorced,IT,Manager,2,,49,17,5,8,4.0,3.0,2,88,No,7,55,0,3,2,1,34,1,No
45,Male,Divorced,Marketing,Analyst,1,3961.0,76,20,10,2,1.0,1.0,2,41,No,7,31,5,3,2,2,8,4,No
39,Female,Divorced,Finance,Assistant,4,7341.0,32,8,10,5,2.0,4.0,4,91,Yes,3,50,6,3,1,1,14,3,Yes
22,Female,Married,IT,Analyst,4,,21,24,1,5,1.0,3.0,3,16,Yes,6,50,15,1,4,2,14,4,Yes
23,Female,Divorced,Marketing,Assistant,5,14735.0,85,8,9,0,3.0,2.0,3,71,No,6,59,0,2,4,4,43,4,No
45,Male,Divorced,Marketing,Assistant,5,7374.0,24,27,11,9,3.0,2.0,4,3,No,3,55,16,1,1,3,20,2,No
30,Male,Married,Marketing,Assistant,5,12044.0,41,17,10,9,4.0,3.0,4,83,Yes,1,50,18,2,4,2,29,3,No
21,Male,Married,Marketing,Executive,2,15718.0,82,1,7,6,,,2,7,No,4,39,6,4,3,1,45,2,No
33,Female,Married,Marketing,Manager,5,,90,7,13,2,2.0,3.0,1,23,Yes,9,54,4,1,2,4,23,1,No
49,Male,Married,IT,Assistant,4,19204.0,81,23,1,1,4.0,2.0,3,40,Yes,9,40,6,3,1,1,37,4,No
31,Male,Divorced,Sales,Manager,4,19103.0,69,26,12,6,3.0,5.0,3,55,No,3,30,11,3,4,4,23,2,No
45,Male,Divorced,Marketing,Analyst,4,16566.0,62,14,2,9,4.0,1.0,1,89,No,8,59,8,4,2,1,2,1,No
52,Female,Married,Finance,Assistant,3,5312.0,81,21,4,3,3.0,,2,27,No,3,55,10,3,1,2,37,1,No
32,Male,Divorced,IT,Analyst,3,5492.0,40,24,10,6,3.0,1.0,3,33,Yes,3,43,3,3,1,2,13,1,Yes
33,Male,Single,HR,Manager,2,,54,6,9,0,2.0,4.0,2,71,Yes,6,50,11,3,1,3,23,2,Yes
43,Male,Divorced,Sales,Manager,5,9701.0,85,17,11,9,2.0,1.0,1,3,No,6,37,16,1,1,4,48,4,Yes
53,Female,Single,Finance,Analyst,4,,60,14,2,7,1.0,1.0,4,17,No,2,41,3,1,4,4,38,4,No
45,Female,Married,Marketing,Manager,5,11460.0,88,7,14,1,3.0,4.0,2,33,Yes,7,32,11,2,2,3,20,3,No
40,Male,Married,IT,Analyst,4,14594.0,81,15,1,7,4.0,4.0,2,27,No,7,50,15,2,2,2,44,2,Yes
47,Male,Divorced,IT,Manager,3,8294.0,25,8,1,7,3.0,,1,37,No,3,34,8,4,1,4,45,2,No
55,Male,Married,Marketing,Executive,4,19816.0,65,28,9,8,3.0,4.0,4,68,Yes,7,39,0,2,3,3,2,1,No
59,Female,Divorced,Finance,Analyst,2,9134.0,46,24,12,3,1.0,4.0,3,28,No,7,47,14,1,3,1,36,4,Yes
21,Female,Divorced,IT,Assistant,1,16218.0,86,16,1,0,2.0,2.0,2,35,No,9,37,9,1,3,4,17,3,No
28,Male,Divorced,Sales,Assistant,4,4303.0,34,10,4,9,,,3,42,No,1,45,12,3,4,1,48,3,No
42,Female,Divorced,Finance,Assistant,2,8213.0,19,29,5,7,1.0,5.0,1,5,No,3,32,14,2,2,3,9,1,No
34,Male,Single,Marketing,Manager,3,10007.0,55,9,14,8,3.0,1.0,1,93,No,9,43,10,4,4,3,49,3,No
32,Female,Single,Finance,Analyst,3,14120.0,27,19,6,8,1.0,5.0,4,51,No,1,31,16,4,3,2,42,3,Yes
42,Male,Married,Finance,Manager,1,17675.0,89,2,6,5,3.0,4.0,4,94,No,2,40,19,3,4,3,38,3,No
36,Female,Single,HR,Assistant,5,17755.0,17,8,3,7,2.0,2.0,3,38,Yes,6,36,7,4,3,2,13,3,No
21,Male,Married,Marketing,Executive,5,,29,11,7,7,1.0,1.0,4,13,Yes,2,33,16,1,1,2,37,3,No
39,Female,Married,Sales,Assistant,4,6058.0,70,4,14,4,3.0,1.0,1,44,Yes,2,57,8,1,1,1,35,2,No
39,Male,Divorced,Marketing,Assistant,3,4849.0,57,18,8,3,4.0,,4,89,No,5,35,13,1,2,4,49,3,No
22,Male,Divorced,HR,Assistant,2,16702.0,88,18,1,9,1.0,3.0,4,89,Yes,8,37,19,1,4,3,9,3,No
31,Male,Divorced,,Executive,1,4301.0,81,2,13,9,,1.0,4,44,Yes,3,37,5,4,3,2,30,1,No
59,Male,Divorced,Marketing,Executive,5,7037.0,60,5,9,1,,4.0,3,9,Yes,4,57,18,1,2,4,5,2,Yes
21,Female,Divorced,Sales,Analyst,4,16762.0,62,14,13,2,1.0,5.0,2,6,No,5,54,4,3,4,1,20,2,No
55,Male,Divorced,HR,Executive,4,19674.0,92,13,6,2,3.0,1.0,1,15,No,2,49,6,4,4,3,36,4,No
33,Female,Single,Marketing,Analyst,3,9944.0,50,8,1,5,3.0,3.0,4,13,Yes,2,32,7,1,1,1,29,3,No
35,Female,Married,Marketing,Executive,2,13886.0,37,25,11,6,3.0,,3,25,No,5,39,3,1,2,3,23,2,No
38,Male,Married,IT,Analyst,2,13166.0,69,11,9,5,3.0,5.0,1,41,Yes,9,33,6,4,2,4,30,3,No
53,Male,Divorced,Marketing,Assistant,5,11568.0,69,22,4,0,2.0,,1,64,Yes,9,57,19,2,1,3,9,4,No
25,Male,Single,Sales,Executive,4,3258.0,68,8,9,6,4.0,2.0,3,50,No,9,43,4,3,3,1,7,2,Yes
32,Male,Divorced,IT,Manager,3,,79,15,10,8,4.0,1.0,3,93,No,8,59,4,2,3,2,11,3,No
55,Female,Single,HR,Manager,2,18322.0,65,6,12,7,2.0,3.0,3,62,Yes,4,32,19,2,2,3,13,1,No
41,Female,Single,Finance,Analyst,4,14208.0,46,17,5,4,2.0,4.0,3,86,Yes,7,58,0,1,1,1,49,4,Yes
37,Female,Married,Sales,Executive,2,10932.0,99,11,6,3,4.0,5.0,4,1,No,4,42,6,4,1,1,26,1,No
31,Female,Married,HR,Executive,1,14116.0,34,25,14,4,4.0,3.0,1,3,No,6,46,4,2,2,4,10,3,Yes
49,Male,Single,,Manager,2,6332.0,50,26,9,2,4.0,5.0,4,89,Yes,6,57,4,2,3,2,21,3,No
59,Female,Married,Finance,Executive,2,8886.0,46,7,14,8,2.0,2.0,3,61,No,5,48,15,4,1,1,17,3,No
26,Male,Single,HR,Executive,4,7739.0,71,2,14,4,3.0,,3,42,Yes,1,48,5,4,1,4,6,3,Yes
51,Male,Single,Sales,Analyst,2,6597.0,43,3,6,6,2.0,2.0,3,45,No,6,39,10,3,1,2,18,3,No
38,Female,Single,IT,Assistant,2,8596.0,60,18,1,6,4.0,,4,13,Yes,2,56,7,4,4,3,8,4,No
25,Female,Married,Sales,Manager,1,5314.0,49,25,1,0,2.0,1.0,2,77,Yes,8,40,1,1,3,2,27,3,No
39,Female,Divorced,Sales,Assistant,2,4557.0,93,24,2,5,4.0,1.0,1,42,Yes,7,51,4,4,3,2,23,2,No
46,Female,Married,IT,Executive,2,18876.0,88,21,11,3,1.0,4.0,2,0,Yes,3,44,8,4,2,4,36,2,Yes
56,Female,Divorced,Marketing,Executive,4,,66,20,11,2,3.0,,3,27,No,6,33,4,1,4,1,33,4,Yes
26,Female,Married,Sales,Analyst,3,12364.0,29,23,12,2,4.0,4.0,1,83,Yes,3,48,14,4,3,3,46,4,Yes
24,Male,Married,,Assistant,1,,95,14,12,5,1.0,4.0,3,18,Yes,1,59,19,3,3,1,49,3,No
30,Male,Divorced,Sales,Assistant,2,17361.0,65,9,2,0,,,2,66,No,4,53,3,1,4,2,45,1,No
34,Male,Single,Marketing,Analyst,3,12699.0,45,8,6,4,2.0,1.0,1,96,No,7,38,18,1,2,2,4,1,No
22,Female,Divorced,IT,Assistant,4,14327.0,89,24,10,3,2.0,4.0,3,61,No,9,58,4,4,4,3,49,4,No
24,Male,Single,HR,Analyst,1,17446.0,98,27,10,9,2.0,5.0,1,99,No,7,33,4,4,2,1,46,3,No
42,Male,Single,HR,Analyst,4,18447.0,30,18,5,7,4.0,2.0,4,77,No,3,34,0,4,4,4,31,1,Yes
56,Male,Married,HR,Executive,3,10803.0,50,12,14,8,4.0,,2,7,No,2,57,9,2,3,3,38,4,Yes
28,Male,Married,,Executive,1,,53,12,14,7,2.0,4.0,1,83,Yes,4,34,9,1,4,1,10,3,No
34,Male,Married,Sales,Executive,2,14921.0,25,10,7,6,3.0,4.0,2,59,Yes,2,35,7,3,4,3,11,4,No
22,Male,Married,Sales,Analyst,3,7821.0,34,9,8,2,3.0,2.0,4,55,No,2,38,17,4,2,2,17,4,Yes
48,Female,Married,,Executive,4,8559.0,70,2,10,7,2.0,2.0,2,57,Yes,5,53,10,2,2,4,17,4,No
25,Female,Divorced,,Manager,1,5341.0,56,24,10,0,4.0,2.0,4,43,No,2,42,4,3,3,2,12,1,No
36,Female,Divorced,Sales,Manager,3,16460.0,61,21,10,3,3.0,1.0,2,48,No,1,50,16,3,3,4,2,2,Yes
45,Male,Divorced,IT,Executive,3,8259.0,20,11,10,2,2.0,4.0,4,85,No,3,56,11,2,1,1,5,2,No
40,Female,Divorced,Marketing,Analyst,4,4145.0,49,22,14,2,2.0,5.0,4,89,Yes,3,39,9,4,1,1,11,1,No
27,Female,Married,Sales,Manager,4,14786.0,22,10,3,1,,5.0,1,98,No,2,52,11,4,3,2,34,1,No
40,Male,Divorced,Sales,Executive,2,19767.0,85,25,9,6,2.0,5.0,1,47,No,2,47,17,1,4,1,27,1,Yes
30,Female,Divorced,Marketing,Manager,2,13178.0,51,8,1,9,,2.0,1,77,Yes,7,35,5,1,3,4,6,1,No
57,Male,Single,Marketing,Manager,3,13522.0,64,5,3,2,1.0,2.0,1,22,No,3,59,2,2,2,3,23,2,No
27,Female,Married,Sales,Manager,4,,30,22,2,6,1.0,2.0,3,49,No,3,30,10,4,4,4,40,2,No
43,Male,Divorced,Marketing,Assistant,3,16758.0,23,5,6,1,3.0,,4,50,No,6,43,16,2,4,2,15,4,Yes
54,Male,Divorced,IT,Manager,5,11810.0,89,9,13,2,1.0,4.0,3,68,No,2,39,3,1,1,3,27,4,Yes
